Benchmark,Input Size,Threads,cycles,instructions,ins_per_cycle,cache_references,cache_misses,cache_misses_percent,branches_instructions,branch_misses,bus_cycles,ref_cycles,alignment_faults,bpf_output,cpu_clock,cpu_migrations,dummy,emulation_faults,major_faults,minor_faults,page_faults,LLC_loads,LLC_load_misses,LLC_misses_percent,LLC_stores,LLC_store_misses,LLC_store_misses_percent,time,user_time,sys_time
ferret,simsmall,1,1292402682,1750026227,1.35,23017736,373010,1.621,366679320,13079874,72149157,1655034299,0,0,973.35,5,0,0,0,75427,75427,5828463,63777,0.01094233591257249,5823869,20904,0.0035893664503786056,0.329,0.421,0.008
ferret,simsmall,2,1422415533,1897894787,1.33,23960663,366394,1.529,381499566,13077104,68093121,1478567471,0,0,965.19,17,0,0,1,75302,75303,5614629,84533,0.015055847857445256,5186866,24871,0.0047949956679042794,0.191,0.408,0.024
ferret,simsmall,3,1236816473,1878294533,1.52,20221577,136124,0.673,378045579,14005533,71474589,1487358892,0,0,974.43,23,0,0,0,76901,76901,5912694,179675,0.030388009256017645,5588546,15218,0.0027230696499590413,0.158,0.405,0.029
ferret,simsmall,4,1317515988,1914278238,1.45,23472101,225909,0.962,395059238,15338954,68942811,1527046057,0,0,974.71,28,0,0,0,75669,75669,5400865,75081,0.013901662048579256,4339251,52445,0.01208618722447722,0.133,0.427,0.012
ferret,simsmall,5,1106574113,1683089916,1.52,18382164,152218,0.828,337320691,11401802,59300775,1400786504,0,0,968.07,39,0,0,0,74693,74693,6064035,152457,0.025141180748462038,5024972,16011,0.0031862864111481615,0.129,0.420,0.020
ferret,simsmall,6,1053287490,1592848072,1.51,17822955,266230,1.494,348482777,11458571,68744461,1642773547,0,0,986.49,53,0,0,0,75877,75877,6551528,168070,0.025653557460183333,5438368,25599,0.004707110662610548,0.113,0.434,0.016
ferret,simsmall,7,1048516241,1482324710,1.41,23887820,407657,1.707,363569468,14065584,70406024,1551195550,0,0,1030.52,47,0,0,0,75928,75928,4487773,53166,0.011846855890438308,5021983,44368,0.008834757106903787,0.134,0.480,0.024
ferret,simsmall,8,1087778663,1630047990,1.50,17488065,122264,0.699,342720987,10508496,66524118,1386926797,0,0,978.71,60,0,0,0,76794,76794,5688953,116053,0.020399711511063637,5290716,13072,0.002470743090349208,0.107,0.422,0.028
ferret,simsmall,9,1139400004,1683274963,1.48,18249404,202850,1.112,333091560,11183374,63047640,1427400758,0,0,1009.01,82,0,0,0,77230,77230,6076315,163148,0.026849825922454645,5887968,16345,0.002776000141305116,0.105,0.439,0.040
ferret,simsmall,10,1034203218,1488160373,1.44,24814416,534325,2.153,350072894,13976180,70165880,1469297100,0,0,1001.38,95,0,0,0,77172,77172,4101272,48867,0.011915083905676093,4539306,53380,0.011759506849725487,0.107,0.425,0.046
ferret,simsmall,11,1043629553,1510897864,1.45,18178270,230906,1.270,318937245,9822802,69021603,1465228661,0,0,992.91,108,0,0,0,77740,77740,5335213,98666,0.01849335724740512,5190642,13493,0.002599485766885869,0.107,0.432,0.035
ferret,simsmall,12,1185083991,1715167485,1.45,18216700,131812,0.724,370547979,11845518,62482443,1375479743,0,0,1005.49,131,0,0,0,78715,78715,5815432,196984,0.033872634053669616,6158738,20684,0.0033584802600792564,0.106,0.435,0.037
ferret,simsmall,13,1021696866,1533074781,1.50,16855840,143471,0.851,322592344,9913974,58274679,1380469859,0,0,990.18,150,0,0,0,78344,78344,6139074,167268,0.027246454432704344,5821556,19597,0.0033662821417504186,0.107,0.446,0.016
ferret,simsmall,14,1120239939,1600140034,1.43,19060557,219841,1.153,325338747,10070562,74483108,1485626682,0,0,1017.63,168,0,0,0,78460,78460,5232880,102640,0.019614437938573023,4817826,10391,0.002156781917819365,0.114,0.468,0.024
ferret,simsmall,15,1160900095,1729912050,1.49,18153996,188608,1.039,346192505,10913838,56951546,1278673570,0,0,1007.89,213,0,0,0,79057,79057,6120105,207543,0.03391167308404022,7690722,23376,0.0030395065638830787,0.106,0.456,0.021
ferret,simsmall,16,1076929061,1448451402,1.34,23727697,583048,2.457,363831856,13104597,67753408,1505117162,0,0,1006.47,303,0,0,0,78471,78471,4782573,49017,0.010249085586356968,4411760,22706,0.005146698823145411,0.109,0.429,0.053
ferret,simmedium,1,3729926413,5588235618,1.50,54187976,1501664,2.771,960874009,40361985,175068958,3813530628,0,0,2036.20,31,0,0,0,85103,85103,14310109,1048014,0.07323592014568163,16221486,63599,0.003920664235076861,0.962,1.430,0.048
ferret,simmedium,2,3551338901,5204572079,1.47,52303588,1192952,2.281,926087032,40662739,178052245,3869321159,0,0,2019.28,15,0,0,0,80990,80990,14491357,570896,0.03939562043775473,14867674,66123,0.004447434077448833,0.516,1.430,0.036
ferret,simmedium,3,3359185847,4946856343,1.47,48368923,1246404,2.577,913992819,39564392,170983105,3823166086,0,0,2045.37,22,0,0,0,86854,86854,14092724,514416,0.03650224044691431,16401209,61864,0.0037719170580656582,0.362,1.450,0.042
ferret,simmedium,4,3335110729,4764652890,1.43,50209188,1340933,2.671,929106589,40570549,183997230,4007989067,0,0,2101.93,38,0,0,0,85320,85320,14005273,419633,0.02996250055247049,15186560,72611,0.0047812671204011965,0.313,1.501,0.044
ferret,simmedium,5,3237291789,4781556106,1.48,49421841,1117363,2.261,863808281,36750923,177253901,4008007986,0,0,2156.92,85,0,0,0,84747,84747,13818223,1060105,0.07671789636047993,18279395,52172,0.0028541426015467144,0.276,1.550,0.044
ferret,simmedium,6,3028858713,4429247546,1.46,48952170,908835,1.857,842003839,36650371,175906515,3963343361,0,0,2120.08,111,0,0,0,83968,83968,13173400,802411,0.0609114579379659,18230675,46651,0.0025589288383452615,0.250,1.528,0.036
ferret,simmedium,7,3089412265,4290537382,1.39,51327483,1263630,2.462,859286057,37606297,186142288,4161309437,0,0,2199.24,115,0,0,0,84019,84019,13563489,666560,0.04914369746604284,16678000,45706,0.002740496462405564,0.238,1.582,0.060
ferret,simmedium,8,3686805671,5070914611,1.38,57927100,1729080,2.985,953930866,39442810,180657509,3534680153,0,0,2191.19,139,0,0,0,83483,83483,11465000,664236,0.05793597906672481,15762970,55126,0.003497183589133266,0.228,1.587,0.048
ferret,simmedium,9,3386842758,4747598834,1.40,54550943,2049263,3.757,875042789,39945907,194927591,4044769938,0,0,2288.47,160,0,0,0,83483,83483,12595698,1000905,0.0794640360542147,15749772,106639,0.0067708281745284945,0.234,1.672,0.057
ferret,simmedium,10,3175867237,4454168632,1.40,50926760,1897262,3.725,847070699,37614356,192982212,4129413502,0,0,2302.78,166,0,0,0,84050,84050,13798586,785549,0.05692967380860619,21008418,66781,0.0031787733850307054,0.224,1.695,0.052
ferret,simmedium,11,3620388204,4661807204,1.29,49874397,2006529,4.023,1007510046,40866338,178738777,3774026637,0,0,2289.45,245,0,0,0,84162,84162,13079924,624673,0.047758152111587196,15663449,79384,0.005068104732233622,0.205,1.678,0.060
ferret,simmedium,12,3681523900,4730876678,1.29,48090815,1602115,3.331,862683719,31915444,156882351,3616427431,0,0,2298.89,234,0,0,0,84854,84854,13341300,644391,0.04830046547188055,18122566,93405,0.005154071448822424,0.217,1.687,0.061
ferret,simmedium,13,4032023080,4791506420,1.19,49610163,1859071,3.747,871449665,30612133,168329931,3934862159,0,0,2407.43,296,0,0,0,84969,84969,15076749,843158,0.055924390596407754,15391575,120476,0.007827399080341031,0.204,1.814,0.041
ferret,simmedium,14,3623916712,4959731574,1.37,62220382,2069590,3.326,941411044,41121670,196175672,3727173277,0,0,2350.23,331,0,0,0,85285,85285,8920112,762388,0.08546843358020617,14245752,143302,0.010059279425894822,0.231,1.729,0.068
ferret,simmedium,15,3353502591,4138225907,1.23,38630622,1581840,4.095,772413510,29454718,177314690,4237505623,0,0,2417.90,322,0,0,0,85862,85862,16373141,709280,0.043319727106729246,18469934,129915,0.007033863791825136,0.220,1.802,0.064
ferret,simmedium,16,3045409836,4511959434,1.48,51044332,2329250,4.563,880692323,39780219,202383807,4278616234,0,0,2367.80,315,0,0,0,86554,86554,12914907,956982,0.0740990237095784,15143717,61621,0.004069080266093193,0.212,1.750,0.068
ferret,simlarge,1,15754105742,23210746990,1.47,240706738,14449869,6.003,3802804475,170551091,723796920,15950143685,0,0,7578.50,42,0,0,0,98202,98202,78999185,6571779,0.08318793415400424,69313551,223278,0.0032212748701909676,3.859,6.883,0.087
ferret,simlarge,2,16430408129,23691148322,1.44,244242992,18463439,7.559,3845391316,174623133,741872041,16333886743,0,0,7841.20,87,0,0,0,98571,98571,78401630,9032220,0.11520449255965724,71757089,186295,0.00259618948589177,1.992,7.138,0.088
ferret,simlarge,3,16231114955,23398916190,1.44,245071986,23805845,9.714,3810328421,167476992,751549532,16425424903,0,0,7877.85,155,0,0,0,98515,98515,78287011,10019798,0.1279880004615325,67689045,347405,0.005132366692424158,1.362,7.146,0.111
ferret,simlarge,4,16036285407,22611987624,1.41,237887387,18243482,7.669,3754414249,168026280,760389367,16669816058,0,0,7966.35,193,0,0,0,86896,86896,77979197,8756541,0.11229329535157948,72161189,243838,0.003379074033827242,1.056,7.262,0.088
ferret,simlarge,5,17530179712,23317243871,1.33,242363024,19683754,8.122,3789041801,165940141,820837413,18097358948,0,0,8603.01,198,0,0,0,87086,87086,78595813,9463954,0.12041295380454936,73578574,246731,0.0033532995624514276,0.922,7.911,0.075
ferret,simlarge,6,17418129157,22940019606,1.32,244630500,22638817,9.254,3779492031,161915720,811354965,17787732351,0,0,8613.07,257,0,0,0,87356,87356,79745893,10468817,0.13127719317156558,73807052,377278,0.005111679572298864,0.781,7.905,0.096
ferret,simlarge,7,18907589266,22727205199,1.20,251487671,25362446,10.085,3794890399,160980831,874637014,19130916266,0,0,9245.57,317,0,0,0,89087,89087,75211722,9731711,0.12939088138415444,75371144,419133,0.0055609212990053595,0.725,8.539,0.084
ferret,simlarge,8,18992763655,22573022226,1.19,243035649,23239051,9.562,3799181849,165341374,908656365,20051261744,0,0,9559.05,455,0,0,0,89423,89423,78561706,10895774,0.13869064910581244,73959819,406084,0.0054906029448233236,0.677,8.854,0.084
ferret,simlarge,9,18821262009,22497053343,1.20,247420926,25115114,10.151,3790380399,161529286,886018664,19363106125,0,0,9383.71,296,0,0,0,89470,89470,76071835,9480889,0.12463073882732026,77805757,447923,0.00575693903987079,0.601,8.657,0.120
ferret,simlarge,10,18415385653,22368050823,1.21,244325357,24205471,9.907,3767155494,162035581,883597644,19233589722,0,0,9345.76,494,0,0,0,89928,89928,75678502,10130037,0.1338562039719021,72365265,313550,0.0043328798699210185,0.589,8.656,0.080
ferret,simlarge,11,19580340589,22618156872,1.16,247838383,26588044,10.728,3782005081,164396779,928555362,20093249000,0,0,9717.15,505,0,0,0,90176,90176,77414397,10409916,0.13447002629239624,71739466,546028,0.007611263791676397,0.598,8.982,0.127
ferret,simlarge,12,17191832225,22590595813,1.31,247231493,23153395,9.365,3778058300,164998226,824653697,18070438360,0,0,8777.90,474,0,0,0,91890,91890,75703945,10000070,0.13209443708646887,73434173,399576,0.005441281404503596,0.546,8.050,0.120
ferret,simlarge,13,19137578882,22481220405,1.17,250182040,28126391,11.242,3745389988,162755026,906000553,19725903388,0,0,9654.77,641,0,0,0,92585,92585,75045267,11590771,0.15445039325398097,77308786,544773,0.007046715233634635,0.593,8.933,0.112
ferret,simlarge,14,18553070859,22438697150,1.21,244341451,25911971,10.605,3820040501,162187923,909939181,19684147697,0,0,9584.46,681,0,0,0,92859,92859,77435957,11520669,0.14877673688464907,75783239,488296,0.006443324492900073,0.603,8.858,0.117
ferret,simlarge,15,17540909329,22045416715,1.26,246325233,24795197,10.066,3710922329,159170507,827256531,18109157313,0,0,8955.76,519,0,0,0,93462,93462,75244318,9999331,0.1328915094957735,76118909,422476,0.005550210920653106,0.522,8.229,0.112
ferret,simlarge,16,18227605405,22695535950,1.25,243628480,26527008,10.888,3796025520,162092615,843571198,18025286215,0,0,9160.23,705,0,0,0,93982,93982,75434789,11817908,0.1566638968129148,72015133,645945,0.008969573103475348,0.573,8.397,0.152
fluidanimate,simsmall,1,1298642464,1878151374,1.45,21201497,495442,2.337,367222281,11020523,66385858,1508890245,0,0,922.33,6,0,0,0,87946,87946,4577640,135844,0.0296755533418967,4225454,115337,0.02729576514144989,0.393,0.357,0.036
fluidanimate,simsmall,2,1288859239,1969204873,1.53,19784737,610079,3.084,386875511,12164497,74872922,1707261279,0,0,953.30,2,0,0,1,92149,92150,5349190,182398,0.03409824665042745,5055551,92006,0.018199005410092787,0.260,0.373,0.052
fluidanimate,simsmall,3,576698642,646222848,1.12,12959315,186366,1.438,146779992,3245771,28047027,645226289,0,0,528.47,0,0,0,0,70098,70098,3319039,36684,0.011052596851076471,2141194,24238,0.011319852381428306,0.002,0.002,0.000
fluidanimate,simsmall,4,1374487250,2116117240,1.54,23800320,1045290,4.392,392099577,12187434,74587531,1587001418,0,0,976.51,9,0,0,1,93933,93934,4726273,81473,0.017238318649811384,3228878,79295,0.024558066300430056,0.196,0.392,0.059
fluidanimate,simsmall,5,616431764,707163454,1.15,13923562,179873,1.292,153774247,3452272,30425314,715481348,0,0,531.10,7,0,0,0,69159,69159,3471675,61140,0.017611095508652162,2058810,26534,0.012888027549895329,0.002,0.002,0.000
fluidanimate,simsmall,6,508386423,636788937,1.25,12680800,188457,1.486,162331961,3710807,31857898,742108336,0,0,526.64,8,0,0,0,69790,69790,3529203,35498,0.010058361618756416,1877438,15955,0.008498283298835967,0.002,0.000,0.002
fluidanimate,simsmall,7,515288256,661284083,1.28,13374366,91302,0.683,158675698,3707015,32182653,755519663,0,0,524.64,8,0,0,0,68859,68859,3659651,60925,0.016647762313947424,1986134,12737,0.006412961059022201,0.002,0.002,0.000
fluidanimate,simsmall,8,1092153351,1699461231,1.56,18695858,879748,4.706,357007180,11787272,83000388,1862638717,0,0,1046.77,7,0,0,5,100137,100142,5789787,176586,0.03049956760067339,4994050,191918,0.03842933090377549,0.184,0.418,0.102
fluidanimate,simsmall,9,609798905,701686482,1.15,13613672,85946,0.631,147829151,3245805,29784174,708763146,0,0,532.22,4,0,0,0,70171,70171,3335456,67644,0.02028028551418457,2153990,18361,0.008524180706502816,0.002,0.002,0.000
fluidanimate,simsmall,10,528893069,634812190,1.20,13246831,71535,0.540,164015937,3576902,29708813,720445844,0,0,528.81,4,0,0,0,69491,69491,3520644,72038,0.020461597366845385,1849504,16028,0.008666107237399865,0.002,0.002,0.000
fluidanimate,simsmall,11,558778531,695536154,1.24,13646154,169547,1.242,164898858,3680192,31307120,718064961,0,0,528.01,2,0,0,0,70279,70279,3435642,19563,0.005694132275714408,1782833,20076,0.011260729412121046,0.002,0.002,0.000
fluidanimate,simsmall,12,641147648,723970509,1.13,14783192,157000,1.062,154801748,3370126,28373507,653315722,0,0,525.90,6,0,0,0,69480,69480,3304022,29586,0.00895454085959476,1777453,22663,0.01275026681436865,0.002,0.002,0.000
fluidanimate,simsmall,13,620607213,722183373,1.16,14631723,84336,0.576,152840952,3332060,29860403,684498080,0,0,532.80,5,0,0,0,69516,69516,3285082,39037,0.011883112811187058,2285376,25299,0.011069950852726204,0.002,0.002,0.000
fluidanimate,simsmall,14,528775505,643186732,1.22,12233979,123406,1.009,164409475,3786286,34965012,788576462,0,0,525.42,7,0,0,0,68752,68752,3607786,28419,0.007877130184550857,1897006,12087,0.006371619277956949,0.002,0.002,0.000
fluidanimate,simsmall,15,577672261,681858031,1.18,13967656,243280,1.742,163220448,3529989,30919194,704348233,0,0,527.70,9,0,0,0,68830,68830,3444780,35435,0.010286578533317077,1918082,16528,0.008616941298651466,0.002,0.002,0.000
fluidanimate,simsmall,16,1402033424,1780354890,1.27,20576853,537695,2.613,414107390,11998477,89160458,1978801598,0,0,1229.75,18,0,0,13,106583,106596,5598709,388025,0.06930615611563308,7044845,119445,0.016954950747674363,0.204,0.620,0.086
fluidanimate,simmedium,1,1999531377,3916708037,1.96,29745473,4975638,16.727,614458389,9079060,100250601,2171502500,0,0,1230.21,7,0,0,0,95761,95761,6413072,697047,0.10869159117502501,4798848,420897,0.08770792490197647,0.701,0.641,0.060
fluidanimate,simmedium,2,2185247989,3804989629,1.74,32392117,2396088,7.397,627706468,10345054,100288691,2191011825,0,0,1249.24,9,0,0,0,99519,99519,6289060,276931,0.044033766572428946,4740052,439354,0.09268970045054357,0.451,0.654,0.068
fluidanimate,simmedium,3,531507549,671084849,1.26,13015165,78392,0.602,154171134,3371191,28576348,642621231,0,0,532.73,4,0,0,0,69686,69686,3616981,76935,0.021270501559173243,2177542,20921,0.009607621804768863,0.002,0.002,0.000
fluidanimate,simmedium,4,2120628305,3801729305,1.79,35362081,3491957,9.875,661506156,10809936,104064894,2334347871,0,0,1297.34,5,0,0,2,103159,103161,6520858,250137,0.03835952262723709,5041827,479918,0.09518731999332782,0.333,0.695,0.073
fluidanimate,simmedium,5,526450783,658668871,1.25,12351261,141230,1.143,164640215,3769571,33605973,761883621,0,0,530.94,7,0,0,0,70191,70191,3710880,67501,0.01819002500754538,1796333,16321,0.009085731877107418,0.002,0.000,0.002
fluidanimate,simmedium,6,572348748,643509926,1.12,13570954,197885,1.458,159283615,3539872,31772726,751739818,0,0,529.84,2,0,0,0,69840,69840,3562232,30986,0.008698478931186963,1847093,24224,0.013114661795589068,0.002,0.002,0.000
fluidanimate,simmedium,7,531554279,639740637,1.20,12506519,111815,0.894,160774890,3649796,32023822,753595211,0,0,527.58,4,0,0,0,69414,69414,3752925,80444,0.021435014022395865,1914959,9625,0.005026217271492496,0.002,0.002,0.000
fluidanimate,simmedium,8,2303815032,4197319827,1.82,34113845,4477061,13.124,713968353,14462383,126855560,2700370117,0,0,1476.93,10,0,0,0,109727,109727,7415211,638683,0.08613146679170694,6335987,497934,0.07858822942660709,0.304,0.841,0.106
fluidanimate,simmedium,9,641234971,740377371,1.15,14750488,249754,1.693,156871958,3400331,30132812,682477624,0,0,532.78,4,0,0,0,69867,69867,3372112,31435,0.009322050987630304,1941316,12086,0.006225673718240616,0.002,0.002,0.000
fluidanimate,simmedium,10,505318432,652518682,1.29,13415020,118565,0.884,171430184,4029844,33514934,768222229,0,0,531.98,5,0,0,0,69810,69810,3705061,96669,0.026091068406161193,1839212,13651,0.007422200377118026,0.002,0.002,0.000
fluidanimate,simmedium,11,564275786,716688810,1.27,14112881,187971,1.332,153510757,3297836,28383581,623840464,0,0,528.35,4,0,0,0,68884,68884,3399723,19730,0.00580341398402164,2081620,10620,0.005101795716797494,0.002,0.002,0.000
fluidanimate,simmedium,12,527869224,656858331,1.24,13506392,212057,1.570,170570539,3716712,32573393,773473968,0,0,535.31,1,0,0,0,69576,69576,3618610,18083,0.004997222690480599,1734648,11498,0.0066284341261166535,0.002,0.002,0.000
fluidanimate,simmedium,13,510251543,625295357,1.23,12293288,163809,1.333,175125150,3968763,35068350,802828753,0,0,530.05,4,0,0,0,69470,69470,3668856,30749,0.008381086638450786,1811376,11959,0.006602163217355204,0.002,0.000,0.002
fluidanimate,simmedium,14,507971484,605282771,1.19,12859490,90150,0.701,161051083,3622254,33292815,775218246,0,0,529.17,3,0,0,0,69205,69205,3588291,107933,0.03007922155700304,1932034,9958,0.005154153601851727,0.002,0.000,0.002
fluidanimate,simmedium,15,529209032,704607208,1.33,13746950,283671,2.064,155585512,3423139,28658793,678616723,0,0,529.61,3,0,0,0,69153,69153,3564815,23777,0.006669911341822788,1826942,12147,0.0066488153427968705,0.002,0.002,0.000
fluidanimate,simmedium,16,3119162976,4409281670,1.41,37588944,4631358,12.321,732219471,14116314,147621595,3200219842,0,0,1834.20,25,0,0,14,116239,116253,7245469,587661,0.08110737897022263,6643335,419893,0.06320515223152227,0.326,1.149,0.155
fluidanimate,simlarge,1,5447458165,11062743198,2.03,84435556,30185825,35.750,1622775979,15599896,258644661,5711056006,0,0,2829.33,7,0,0,0,201081,201081,12041047,4071071,0.33809941942756305,13662443,2354761,0.17235285080420829,2.291,1.900,0.387
fluidanimate,simlarge,2,5275178183,11278966750,2.14,68772084,23536291,34.224,1635318197,21100167,243971587,5377918541,0,0,2702.30,2,0,0,0,155250,155250,11811463,2793539,0.23651083697252406,11209240,2204743,0.19668978449921673,1.333,1.933,0.223
fluidanimate,simlarge,3,590322189,730391323,1.24,13813960,469814,3.401,155365541,3347187,30319289,708773051,0,0,543.97,1,0,0,0,69230,69230,3481656,22926,0.006584797579083057,2031127,16343,0.008046271848092217,0.002,0.002,0.000
fluidanimate,simlarge,4,5331112620,11402389590,2.14,73657130,24267821,32.947,1611288288,19711652,252946075,5539893133,0,0,2787.27,13,0,0,1,162560,162561,11231089,3029426,0.26973573088059405,12476403,2111041,0.16920269407777225,0.941,2.035,0.209
fluidanimate,simlarge,5,520763340,641022942,1.23,12617362,96080,0.761,151934420,3666515,33094627,789868898,0,0,541.29,4,0,0,0,68613,68613,3860316,217864,0.056436830559985246,2074267,14935,0.007200133830408525,0.002,0.002,0.000
fluidanimate,simlarge,6,549937280,665557901,1.21,12963712,102252,0.789,154138891,3756650,34357663,788879072,0,0,547.11,7,0,0,0,70215,70215,3890503,212268,0.054560554252239366,2204369,18918,0.008582047742460542,0.002,0.000,0.002
fluidanimate,simlarge,7,490720684,631057270,1.29,13064847,264696,2.026,167735880,3803183,34181213,762630764,0,0,540.45,2,0,0,0,69442,69442,3655529,119026,0.032560540485385286,1915640,6889,0.0035961871750433277,0.002,0.002,0.000
fluidanimate,simlarge,8,6173923446,12641053430,2.05,68737786,28305811,41.179,1694990338,26277467,293397699,6308331692,0,0,3182.12,18,0,0,5,176287,176292,13283673,3772400,0.283987719360451,12064690,1265147,0.10486361439871228,0.834,2.393,0.249
fluidanimate,simlarge,9,595511935,719339861,1.21,13708999,146461,1.068,160891385,3376345,29386590,737718331,0,0,540.78,1,0,0,0,69136,69136,3691226,139959,0.03791667050459657,2183685,21846,0.01000419016479025,0.002,0.002,0.000
fluidanimate,simlarge,10,605746440,728435051,1.20,14705457,404794,2.753,159854333,3304937,29977071,672800881,0,0,540.20,1,0,0,1,69483,69484,3387059,35785,0.010565213065376186,2092383,13287,0.006350175852126499,0.002,0.002,0.000
fluidanimate,simlarge,11,504382225,642527036,1.27,12161945,151639,1.247,153244230,3603206,33511613,824647143,0,0,547.99,4,0,0,0,69805,69805,4015426,204489,0.050925854442343106,2116073,16861,0.007968061593338226,0.002,0.002,0.000
fluidanimate,simlarge,12,510243433,631352306,1.24,14275825,342071,2.396,173673587,3994802,34960744,790329007,0,0,546.81,11,0,0,0,69525,69525,3722050,110276,0.029627758896307144,1944399,16181,0.008321851636418246,0.002,0.002,0.000
fluidanimate,simlarge,13,537293373,626652658,1.17,12524400,91379,0.730,159028643,3365031,31039653,727239790,0,0,540.62,5,0,0,0,69141,69141,3909924,161400,0.041279574743652306,2235120,24759,0.011077257596907548,0.002,0.002,0.000
fluidanimate,simlarge,14,615316405,732390481,1.19,14626493,460550,3.149,161317155,3377160,28806523,717078899,0,0,545.23,7,0,0,0,68827,68827,3523510,38796,0.011010611577659776,1908697,32124,0.01683032980090606,0.002,0.000,0.002
fluidanimate,simlarge,15,528666675,711598252,1.35,14671771,377547,2.573,164784908,3638116,31837257,693807601,0,0,550.80,8,0,0,0,70132,70132,3515490,90349,0.02570025800101835,2070346,16632,0.008033439821169988,0.002,0.002,0.000
fluidanimate,simlarge,16,7187052353,11697300456,1.63,73758431,21709589,29.433,1950864944,32320498,351523752,7703292453,0,0,3836.76,31,0,0,9,189579,189588,13389095,4189599,0.31291129086768,16324318,3419417,0.2094676788335047,0.812,2.960,0.337
freqmine,simsmall,1,1716494120,2557127280,1.49,27495060,769685,2.799,545701008,18285512,90290045,1954332854,0,0,1116.39,12,0,0,0,80971,80971,5745051,194545,0.033863058830983395,3376159,44432,0.013160517617801768,0.578,0.542,0.036
freqmine,simsmall,2,1716150937,2596940347,1.51,24031060,471402,1.962,513765627,18957141,92167208,2071034395,0,0,1130.91,8,0,0,0,82105,82105,6779021,407758,0.06014998330879931,3003293,30241,0.010069280619639843,0.340,0.564,0.032
freqmine,simsmall,3,1664249188,2373733069,1.43,23440541,766681,3.271,536495029,19769502,95151108,2157305713,0,0,1148.08,10,0,0,0,82566,82566,6679718,291068,0.04357489343112988,5042955,229663,0.04554135422584576,0.263,0.591,0.024
freqmine,simsmall,4,1859101693,2528470879,1.36,25647439,863089,3.365,483541758,19005887,90729320,1829923220,0,0,1158.85,12,0,0,2,83610,83612,5605687,162295,0.028951848363991783,4333571,58469,0.01349210616371579,0.218,0.582,0.035
freqmine,simsmall,5,1654460514,2125198490,1.28,24088879,923003,3.832,456820144,18770244,89702313,2052829086,0,0,1180.28,11,0,0,1,83701,83702,6271035,169656,0.02705390736935769,3389457,107081,0.03159237600595022,0.203,0.600,0.043
freqmine,simsmall,6,1782712954,2479317669,1.39,25785235,861759,3.342,547429265,19674928,96040296,2149691500,0,0,1186.49,11,0,0,0,83102,83102,6633928,268603,0.040489284779696134,4507867,203115,0.045057895452549956,0.180,0.616,0.032
freqmine,simsmall,7,2006888539,2996621018,1.49,27841763,638953,2.295,587386710,17020148,83742867,1935556196,0,0,1204.02,17,0,0,2,84845,84847,5635305,271625,0.04820058541640603,5214573,218710,0.041942072725801326,0.171,0.626,0.037
freqmine,simsmall,8,1708336328,2356955999,1.38,24527313,989802,4.036,536859694,19148544,98030391,2169033923,0,0,1207.91,15,0,0,6,84274,84280,6599860,208203,0.03154657826075099,3833685,79827,0.020822524542313727,0.161,0.646,0.027
freqmine,simsmall,9,1741802872,2390594247,1.37,27251385,713740,2.619,551127790,21225362,99900549,2197323579,0,0,1237.28,15,0,0,1,85022,85023,5984343,329620,0.05508039896777307,3771192,44102,0.011694445681895803,0.156,0.635,0.062
freqmine,simsmall,10,1878797795,2510004901,1.34,27628842,992762,3.593,553846116,16856209,103696028,1818822221,0,0,1258.54,19,0,0,1,85773,85774,5604781,159194,0.028403250724693793,2771999,94262,0.03400506277238917,0.154,0.653,0.070
freqmine,simsmall,11,2260939180,2477596394,1.10,27462712,1494726,5.443,548218075,14350972,87109808,1982880481,0,0,1295.36,13,0,0,0,85530,85530,6320772,83963,0.013283662185568472,3610129,43974,0.012180728167885414,0.157,0.697,0.065
freqmine,simsmall,12,2000436796,2666883021,1.33,25799573,1013965,3.930,584719009,16750306,109880296,1832564936,0,0,1305.61,13,0,0,3,85572,85575,5768502,161374,0.027975027138761502,2890046,80046,0.027697137000587534,0.157,0.718,0.058
freqmine,simsmall,13,1638848803,2768182709,1.69,22925143,516882,2.255,525033608,22904077,105246996,2377360496,0,0,1312.89,16,0,0,0,86670,86670,6103148,265341,0.04347608807782476,7037088,245562,0.03489539991541956,0.154,0.728,0.048
freqmine,simsmall,14,2289985330,2680730570,1.17,26917770,700515,2.602,585953992,14269956,115225340,1916890156,0,0,1402.47,18,0,0,0,87967,87967,5609299,344579,0.061429957647114196,4100285,76871,0.018747721194990106,0.159,0.759,0.109
freqmine,simsmall,15,2262006399,2586115997,1.14,27476587,817058,2.974,586464266,13438882,95686357,2079912812,0,0,1360.03,14,0,0,0,87402,87402,6077097,307126,0.05053827510075946,3484571,45301,0.01300045256647088,0.150,0.776,0.049
freqmine,simsmall,16,1540280593,2108108679,1.37,19771875,1015946,5.138,527130209,19237678,107190065,2559011001,0,0,1429.94,19,0,0,0,88113,88113,6981884,196020,0.028075516579765578,4938132,203982,0.04130752276366853,0.154,0.851,0.041
freqmine,simmedium,1,5137146990,9159988896,1.78,40618383,2393267,5.892,1556186992,52515338,235308598,5245200535,0,0,2620.20,7,0,0,0,92795,92795,9792249,521200,0.05322577070905775,5826124,131282,0.022533334340292106,2.073,2.002,0.068
